Country Code,Country Name,Power Plant Name,Power Plant Capacity(MWh),Latitude,Longitude,Primary Fuel,GNI,Population,Country Status
AFG,Afghanistan,Kajaki Hydroelectric Power Plant Afghanistan,33.0,32.321999999999996,65.119,Hydro,500.0,38928341.0,Developing
AFG,Afghanistan,Kandahar DOG,10.0,31.67,65.795,Solar,500.0,38928341.0,Developing
AFG,Afghanistan,Kandahar JOL,10.0,31.623,65.792,Solar,500.0,38928341.0,Developing
AFG,Afghanistan,Mahipar Hydroelectric Power Plant Afghanistan,66.0,34.556,69.4787,Hydro,500.0,38928341.0,Developing
AFG,Afghanistan,Naghlu Dam Hydroelectric Power Plant Afghanistan,100.0,34.641,69.717,Hydro,500.0,38928341.0,Developing
AFG,Afghanistan,Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,11.55,34.4847,70.3633,Hydro,500.0,38928341.0,Developing
AFG,Afghanistan,Northwest Kabul Power Plant Afghanistan,42.0,34.5638,69.1134,Gas,500.0,38928341.0,Developing
AFG,Afghanistan,Pul-e-Khumri Hydroelectric Power Plant Afghanistan,6.0,35.9416,68.71,Hydro,500.0,38928341.0,Developing
AFG,Afghanistan,Sarobi Dam Hydroelectric Power Plant Afghanistan,22.0,34.5865,69.7757,Hydro,500.0,38928341.0,Developing
ALB,Albania,Bistrica 1,27.0,39.9116,20.1047,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Fierza,500.0,42.2514,20.0431,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Koman,600.0,42.1033,19.8224,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Lanabregas,5.0,41.3428,19.8964,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Shkopet,24.0,41.6796,19.8305,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Ulez,25.0,41.6796,19.8936,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Vau i Dijes,250.0,42.0137,19.6359,Hydro,5210.0,2837743.0,Developing
ALB,Albania,Vlora,98.0,40.4874,19.434,Other,5210.0,2837743.0,Developing
DZA,Algeria,Adrar,20.0,27.908,-0.317,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ain Azel,20.0,35.88,5.475,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ain Djasser,520.0,35.8665,6.0262,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Ain Sekhouna,20.0,34.532,0.804,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ain el Ibel I,20.0,34.346,3.1639999999999997,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ain el Ibel II,53.0,34.342,3.1689999999999996,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ain el Melh,20.0,34.861,4.204,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Algerie Sud-Ouest,43.5,27.908,-0.317,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Annaba,71.0,36.8924,7.7634,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Aoulef,5.0,26.9989,1.3351,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Arbaa,560.0,36.5988,3.1375,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Bir Rebaa,10.0,31.285,8.565,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Boufarik 1,100.0,36.5914,2.9223,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Boufarik 2,450.0,36.596,2.878,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Boutelilis,450.0,35.5658,-0.9386,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Chelghoum El Aïd,15.0,36.225,6.11,Solar,3570.0,43851043.0,Developing
DZA,Algeria,El Kheneg,60.0,33.727,2.8110000000000004,Solar,3570.0,43851043.0,Developing
DZA,Algeria,F'Krina,292.0,35.7666,7.3619,Gas,3570.0,43851043.0,Developing
DZA,Algeria,HPC Ouargla,30.0,32.602,5.834,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Hadjret Ennous,1200.0,36.5767,2.0797,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Hamma 2,418.0,36.7489,3.0823,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Hassi Messaoud Mobile,72.0,31.6703,6.0531,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Hassi Messoud,600.0,31.6703,6.0531,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Hassi Messoud Nord 2,200.0,31.7877,6.0517,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Hassi Messoud Ouest,492.0,31.8065,5.9924,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Hassi R'mel ISCC,20.0,33.123000000000005,3.3560000000000003,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Hauts Plateaux Centre,106.6,34.342,3.1689999999999996,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Hauts Plateaux Est,73.8,35.68,5.9861,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ighil Emda,24.0,36.4739,5.2719,Hydro,3570.0,43851043.0,Developing
DZA,Algeria,In Salah,5.0,27.183000000000003,2.504,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Jijel,588.0,36.8139,5.876,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Kahrama IPP,345.0,35.8064,-0.2476,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Koudiet Eddraouch,1200.0,36.885,8.0778,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Labiodh Sidi Cheikh,20.0,32.945,0.555,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Labreg,396.0,34.5056,6.9848,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Marsat,840.0,35.8,-0.1924,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Marsat TG,184.0,35.8,-0.1924,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Msila 1,980.0,35.7071,4.4804,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Naâma,19.9,33.274,-0.37200000000000005,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Oued El Kebrit,15.0,35.919000000000004,7.87,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Oued el Ma,20.0,35.68,5.9861,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ras Djinet,672.0,36.8509,3.6983,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Ras el Oued,20.0,36.01,5.035,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Ravin Blanc,73.0,35.7095,-0.6319,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Reggane,5.0,26.768,0.13699999999999998,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Relizane,465.0,35.7835,0.5407,Gas,3570.0,43851043.0,Developing
DZA,Algeria,SKB IPP,484.0,36.1399,2.9296,Gas,3570.0,43851043.0,Developing
DZA,Algeria,SKS IPP SNC Lavalin,815.0,36.8789,6.9366,Gas,3570.0,43851043.0,Developing
DZA,Algeria,SPP1 Thermal,150.0,32.9475,3.238,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Skikda,262.0,36.88,6.935,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Tamanrasset,13.0,22.849,5.45,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Terga,1200.0,35.4608,-1.2295,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Tiaret,300.0,35.3396,1.3562,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Tilghemt 1,200.0,33.1319,3.3480000000000003,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Tilghemt 2,600.0,33.1377,3.3678,Gas,3570.0,43851043.0,Developing
DZA,Algeria,Timimoun,9.0,29.22,0.223,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Tindouf,9.0,27.752,-8.154,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Télagh,12.0,34.692,-0.601,Solar,3570.0,43851043.0,Developing
DZA,Algeria,Zaouiet Kounta,6.0,27.241,-0.174,Solar,3570.0,43851043.0,Developing
AGO,Angola,Biopio,22.8,-12.4706,13.7319,Oil,2140.0,32866268.0,Developing
AGO,Angola,Biopio (hydro),14.6,-12.4706,13.7319,Hydro,2140.0,32866268.0,Developing
AGO,Angola,Cambambe,180.0,-9.7523,14.4809,Hydro,2140.0,32866268.0,Developing
AGO,Angola,Capanda,520.0,-9.7955,15.4672,Hydro,2140.0,32866268.0,Developing
AGO,Angola,Cazenga,132.0,-8.8383,13.2344,Gas,2140.0,32866268.0,Developing
AGO,Angola,Huambo,16.26,-12.76,15.75,Oil,2140.0,32866268.0,Developing
AGO,Angola,Lobito,20.0,-12.37,13.57,Gas,2140.0,32866268.0,Developing
AGO,Angola,Luanda Diesel,58.0,-8.8383,13.2344,Oil,2140.0,32866268.0,Developing
AGO,Angola,Luanda Refinery,18.5,-8.8383,13.2344,Oil,2140.0,32866268.0,Developing
AGO,Angola,Malongo,10.0,-5.55,12.2,Oil,2140.0,32866268.0,Developing
AGO,Angola,Matala,40.0,-14.7333,15.0333,Hydro,2140.0,32866268.0,Developing
AGO,Angola,Namibe,11.68,-15.1961,12.1522,Gas,2140.0,32866268.0,Developing
AGO,Angola,Rio Luachimo,16.0,-7.3,20.85,Hydro,2140.0,32866268.0,Developing
AGO,Angola,Xitoto,11.34,-15.3333,15.0,Oil,2140.0,32866268.0,Developing
ARG,Argentina,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),479.2,-38.9368,-68.3556,Other,9070.0,45376763.0,Developing
ARG,Argentina,AGUA DEL CAJON (GENERADOR DEL MEM),192.0,-38.9368,-68.3556,Gas,9070.0,45376763.0,Developing
ARG,Argentina,AGUA DEL TORO,130.0,-34.5792,-68.9892,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,ALICURA,1050.0,-40.58,-70.7489,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,ALMIRANTE BROWN,25.0,-34.8386,-58.4033,Oil,9070.0,45376763.0,Developing
ARG,Argentina,ALTO VALLE,97.5,-38.9524,-68.0218,Gas,9070.0,45376763.0,Developing
ARG,Argentina,ALUMINE,1.904,-39.2145,-70.9157,Oil,9070.0,45376763.0,Developing
ARG,Argentina,ALVAREZ CONDARCO,50.7,-33.0452,-69.0516,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,ARROYITO,128.0,-39.1009,-68.5982,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,ATUCHA I,370.0,-33.967,-59.2059,Nuclear,9070.0,45376763.0,Developing
ARG,Argentina,ATUCHA II,745.0,-33.9674,-59.2045,Nuclear,9070.0,45376763.0,Developing
ARG,Argentina,BANDERA,31.0,-23.8219,-64.7847,Oil,9070.0,45376763.0,Developing
ARG,Argentina,BARILOCHE (PUERTO  MORENO),5.7360000000000015,-41.1167,-71.4167,Oil,9070.0,45376763.0,Developing
ARG,Argentina,BENJAMIN REOLIN,38.4,-32.1883,-64.3233,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,BERNARDO  DE IRIGOYEN,2.096,-26.2545,-53.6469,Oil,9070.0,45376763.0,Developing
ARG,Argentina,C.T. RUFINO,31.9,-34.2605,-62.7107,Oil,9070.0,45376763.0,Developing
ARG,Argentina,C.T. SAN VICENTE,27.6,-35.0241,-58.4237,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CAA CATI,1.415,-27.7534,-57.6205,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CABRA CORRAL,102.0,-25.2712,-65.3298,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,CACHEUTA (NUEVA),120.0,-33.0291,-69.1109,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,CACHI,1.07,-25.1089,-66.2106,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CAFAYATE,4.182,-26.0715,-65.9876,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CAPITAL CATAMARCA - PREDIO CHOYA,5.728,-28.4537,-65.7841,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CAPITAL CATAMARCA - PREDIO EX CARCEL,7.075,-28.4773,-65.7872,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CAPITAL CATAMARCA - PREDIO RIPIERA,4.675,-28.4684,-65.7797,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CASA DE PIEDRA,60.0,-38.2143,-67.1908,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,CASSAFFOUSTH,17.28,-31.3992,-64.2006,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,620.0,-38.7872,-62.2536,Coal,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL LOMA DE LA LATA SA,540.0,-38.5127,-68.6048,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL PARQUE INDUSTRIAL LA BANDA,11.228,-38.062,-67.9463,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL T.GENELBA,673.6,-34.9027,-58.7334,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL T.GENELBA PLUS,164.55,-34.9027,-58.7334,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),280.0,-31.7112,-60.7811,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMICA DE CICLO COMBINADO SALTA,643.0,-24.7456,-65.0513,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMICA GÜEMES SA,361.0,-24.6894,-65.0425,Coal,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMICA LA BANDA,32.0,-27.7528,-64.2655,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMICA PIQUIRENDA SA,30.44,-22.3497,-63.7664,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMICA REMEDIOS DE ESCALADA,25.0,-34.7208,-58.3881,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMOELECTRICA GUILLERMO BROWN,524.0,-34.6268,-58.5438,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMOELECTRICA MANUEL BELGRANO,868.2,-24.6894,-65.0425,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CENTRAL TERMOELECTRICA TIMBUES,865.1400000000001,-32.5778,-60.791000000000004,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CH LOS CARACOLES,121.4,-31.5192,-68.9814,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,CHILECITO,5.0,-29.1578,-67.5069,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CHIMBERA 1,2.0,-31.9881,-68.5402,Solar,9070.0,45376763.0,Developing
ARG,Argentina,CIPOLLETTI,5.78,-38.9121,-67.9427,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,COMANDANTE ANDRESITO,2.372,-25.6669,-54.0419,Oil,9070.0,45376763.0,Developing
ARG,Argentina,COMODORO RIVADAVIA,141.02,-25.9913,-54.6278,Gas,9070.0,45376763.0,Developing
ARG,Argentina,COMODORO RIVADAVIA - ANTONIO MORAN,16.56,-45.8467,-67.4964,Wind,9070.0,45376763.0,Developing
ARG,Argentina,CORRIENTES,1.4,-27.4708,-58.8042,Oil,9070.0,45376763.0,Developing
ARG,Argentina,COSTANERA,1982.2,-34.626,-58.3393,Coal,9070.0,45376763.0,Developing
ARG,Argentina,CRUZ DE PIEDRA,17.94,-33.0349,-68.7971,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CRUZ DEL EJE,5.052,-30.7636,-64.7538,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT 13 DE JULIO,26.0,-32.1613,-64.1537,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT ALEM,15.0,-43.0907,-65.2298,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT ALUMINE,6.3,-38.8706,-70.5753,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT ARISTOBULO DEL VALLE,15.0,-27.0922,-54.8625,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT ARRECIFES,20.0,-34.0414,-60.1297,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT AÑATUYA,19.2,-28.4431,-62.8569,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT AÑATUYA II,11.5,-28.4431,-62.8569,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT BARILOCHE,20.0,-41.1497,-71.2633,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT BELL VILLE,15.62,-32.6103,-62.6864,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT BRAGADO,49.8,-35.1364,-60.4311,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT CAPITAN SARMIENTO,5.0,-34.1636,-59.7683,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CATAMARCA,19.2,-28.4706,-65.7647,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CAVIAHUE,5.0,-38.0528,-70.6136,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CERES,18.0,-29.8883,-61.9297,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CHARATA,19.4,-27.2369,-61.1939,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CHILECITO,10.0,-29.1581,-67.5072,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CIPOLLETTI,5.0,-38.9133,-67.9414,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT COLON BUENOS AIRES,15.3,-33.9222,-61.0769,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT CONCEPCION DEL URUGUAY,41.78,-32.4767,-58.2672,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT CORRIENTES,20.0,-27.4708,-58.8042,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT ECOENERGIA (PETROBRAS),13.2,-38.6871,-62.3961,Coal,9070.0,45376763.0,Developing
ARG,Argentina,CT ENSENADA DE BARRAGAN,567.0,-34.8597,-57.9557,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT ESQUINA,16.5,-30.055,-59.5294,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT FORMOSA II,30.0,-26.1764,-58.2094,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT GENERAL VILLEGAS,23.49,-35.0347,-62.9981,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT GOYA,13.0,-29.1583,-59.2728,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT INDEPENDENCIA,120.0,-26.8666,-65.2247,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT INGENIERO JUAREZ,4.0,-23.9078,-61.8342,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT INTA CATAMARCA,7.04,-28.4733,-65.7275,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT ISLA VERDE,24.5,-33.2425,-62.395,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT JUAN JOSE CASTELLI,15.0,-25.9564,-60.6204,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT JUNIN,22.0,-34.5708,-60.9161,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LA PLATA,40.4,-34.9344,-58.016000000000005,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LA RIOJA DELIVERY,19.2,-29.3811,-66.8325,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LA RIOJA SUR,10.0,-29.3808,-66.8319,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LAGUNA BLANCA,7.0,-25.1286,-58.2597,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LAS ARMAS,10.4,-37.0781,-57.8181,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT LAS ARMAS II,23.37,-37.0781,-57.8181,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT LAS PALMAS,6.0,-27.0289,-58.6997,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LIBERTADOR GENERAL SAN MARTIN,15.0,-40.8421,-68.0869,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LINCOLN,15.002,-34.8578,-61.5206,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT LOBOS,15.686,-35.1917,-59.0808,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT MAGDALENA,25.0,-35.1001,-57.4839,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT MATHEU,41.0,-34.3931,-58.8372,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT MEDANITOS (RINCON DE LOS SAUCES),32.0,-37.4102,-68.9,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT MIRAMAR I,20.0,-38.2472,-57.8242,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT OLAVARRIA,38.8,-36.9439,-60.2361,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT ORAN,15.0,-23.1258,-64.3069,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT PARANA,40.0,-31.7764,-60.4553,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT PARQUE INDUSTRIAL CATAMARCA,15.0,-28.5339,-65.7997,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT PASO DE LA PATRIA,7.2,-27.3236,-58.5667,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT PEHUAJO,22.4,-35.8336,-61.8758,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT PINAMAR,21.0,-37.0953,-56.8789,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT PIRANE,16.25,-25.6786,-59.0756,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT PLUSPETROL NORTE,246.0,-26.9955,-65.166,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT RAFAELA,19.2,-31.2567,-61.5203,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT REALICO,24.0,-35.055,-64.2406,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT ROCA,130.0,-31.8919,-60.0106,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT SAENZ PEÑA  I,20.0,-26.8156,-60.4114,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT SAENZ PEÑA  II,15.0,-26.8153,-60.4125,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT SALTO,22.5,-27.4597,-65.6055,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT SAN MARTIN NORTE III,5.1000000000000005,-34.5252,-58.6206,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT SAN MIGUEL DE TUCUMAN,396.62,-26.9955,-65.166,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT SAN MIGUEL NORTE III,11.5,-34.5252,-58.6206,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT SANTA ROSA,6.0,-28.2628,-58.0006,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT TARTAGAL,10.0,-22.5406,-63.8056,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT TEREVINTOS,8.0,-28.4289,-65.7878,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT TINOGASTA,15.0,-28.0486,-67.5667,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT TUCUMAN,438.0,-26.9955,-65.166,Gas,9070.0,45376763.0,Developing
ARG,Argentina,CT VENADO TUERTO,19.2,-33.7736,-61.9564,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT VIALE,10.0,-31.8919,-60.0106,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT VILLA ANGELA,15.0,-27.5808,-60.7094,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CT VILLA REGINA,5.0,-39.0872,-67.0881,Oil,9070.0,45376763.0,Developing
ARG,Argentina,CUESTA DEL VIENTO,10.55,-30.1833,-69.0667,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,Cafayate,80.0,-26.04,-65.93,Solar,9070.0,45376763.0,Developing
ARG,Argentina,Caldenes del Oeste,30.0,-33.61,-65.445,Solar,9070.0,45376763.0,Developing
ARG,Argentina,Cauchari,300.0,-23.8,-66.8,Solar,9070.0,45376763.0,Developing
ARG,Argentina,DEAN FUNES,70.12,-31.3934,-64.2059,Gas,9070.0,45376763.0,Developing
ARG,Argentina,DIQUE,68.44,-34.8902,-57.933,Gas,9070.0,45376763.0,Developing
ARG,Argentina,DOCK SUD,872.3,-34.6533,-58.342,Gas,9070.0,45376763.0,Developing
ARG,Argentina,EL CADILLAL,14.0,-26.6156,-65.1929,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,EL CARRIZAL,17.0,-33.2993,-68.7199,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,EL CHOCON,1200.0,-39.2577,-68.7483,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,EL TIGRE,14.4,-34.61,-68.6136,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,EL TUNAL,11.0,-25.2323,-64.4762,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,EMBALSE,648.0,-32.2316,-64.4422,Nuclear,9070.0,45376763.0,Developing
ARG,Argentina,ESCABA,24.0,-27.6589,-65.7633,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,ESQUINA,2.215,-30.0102,-59.5321,Oil,9070.0,45376763.0,Developing
ARG,Argentina,EX CENTRAL BUENOS AIRES,321.0,-34.626999999999995,-58.3382,Gas,9070.0,45376763.0,Developing
ARG,Argentina,FILO MORADO,67.5,-37.2742,-69.652,Gas,9070.0,45376763.0,Developing
ARG,Argentina,FITZ SIMON,10.8,-32.1784,-64.4207,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,FLORENTINO AMEGHINO,60.0,-43.6996,-66.4815,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,FUTALEUFU,472.0,-43.1288,-71.63,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,GENERACION FRIAS SA,60.0,-28.6072,-65.1228,Gas,9070.0,45376763.0,Developing
ARG,Argentina,GENERAL ACHA,1.8,-37.4309,-64.71600000000001,Wind,9070.0,45376763.0,Developing
ARG,Argentina,GENERAL LEVALLE,72.78,-34.0364,-63.9217,Gas,9070.0,45376763.0,Developing
ARG,Argentina,GENERAL SAN MARTIN,6.0,-33.0449,-68.9219,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,GOYA,1.33,-29.1388,-59.2277,Oil,9070.0,45376763.0,Developing
ARG,Argentina,GOYA (ELECTROPATAGONIA SA),17.3,-29.1388,-59.2277,Gas,9070.0,45376763.0,Developing
ARG,Argentina,GUILLERMO CESPEDES,5.2,-39.56,-65.6817,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,H. PICHI PICUN LEUFU,285.0,-40.012,-69.9918,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,ISLA VERDE,3.115,-33.2422,-62.3946,Oil,9070.0,45376763.0,Developing
ARG,Argentina,ITA IBATE,1.052,-27.4252,-57.3341,Oil,9070.0,45376763.0,Developing
ARG,Argentina,ITUZAINGO,1.33,-27.5785,-56.6726,Oil,9070.0,45376763.0,Developing
ARG,Argentina,Iglesia-Guañizuil,80.0,-30.34,-69.27,Solar,9070.0,45376763.0,Developing
ARG,Argentina,JULIAN  ROMERO,6.2,-38.8367,-68.038,Hydro,9070.0,45376763.0,Developing
ARG,Argentina,LA CRUZ,1.33,-29.1762,-56.6394,Oil,9070.0,45376763.0,Developing
ARG,Argentina,LA PLATA COGENERACION,128.0,-34.889,-57.9206,Gas,9070.0,45376763.0,Developing
ARG,Argentina,LA RIOJA,42.0,-29.3823,-66.8325,Oil,9070.0,45376763.0,Developing
ARG,Argentina,LA TABLADA,22.15,-27.4184,-55.9097,Gas,9070.0,45376763.0,Developing
ARG,Argentina,LA VIÑA,16.0,-31.8708,-65.0349,Hydro,9070.0,45376763.0,Developing
